,고객번호,14년 1분기,14년 2분기,14년 3분기,14년 4분기,15년 1분기,15년 2분기,15년 3분기,15년 4분기
9069,09070,6735646.0,11073450.0,5855404.0,5972620.0,9451890.0,9039920.0,3938930.0,10807890.0
9070,09071,4975522.0,3899095.0,3141310.0,9570290.0,20675630.0,8962580.0,7644732.0,2254220.0
9071,09072,1345222.0,1652988.0,1508485.0,2052957.0,2106724.0,1675516.0,1893460.0,1899084.0
9072,09073,1570074.0,1788471.0,1692356.0,1690102.0,960694.0,1077806.0,1257310.0,1213780.0
9073,09074,2636318.0,1941011.0,2775040.0,3005770.0,3667462.0,2105708.0,3497210.0,1824980.0
9074,09075,3966200.0,8916800.0,13361074.0,6118639.0,6721430.0,14330710.0,4601867.0,6657830.0
9075,09076,2824570.0,2500294.0,3136040.0,3520214.0,6326999.0,3427133.0,3338050.0,2752827.0
9076,09077,5482018.0,5837449.0,4893710.0,6451084.0,4150535.0,4181029.0,2737718.0,10146190.0
9077,09078,3774309.0,3862261.0,3976562.0,2810860.0,3229180.0,2142492.0,2232640.0,1584760.0
9078,09079,1806360.0,1540634.0,2167369.0,1984024.0,2134640.0,1175415.0,1483206.0,1416559.0
9079,09080,1549958.0,2165600.0,2396193.0,2547173.0,2198625.0,2482568.0,2612595.0,2379162.0
9080,09081,4794230.0,3790450.0,7066400.0,7691738.0,21205440.0,3678480.0,6486960.0,10687120.0
9081,09082,2427274.0,2749758.0,1839356.0,4280172.0,4238974.0,5511791.0,3357439.0,2060536.0
9082,09083,8661550.0,4644980.0,3752010.0,4388061.0,5037430.0,9366097.0,1033660.0,9032010.0
9083,09084,484995.0,402491.0,509083.0,552149.0,880185.0,617557.0,732249.0,698224.0
9084,09085,893830.0,2106180.0,3984230.0,2123580.0,1358020.0,1918547.0,1321950.0,1309440.0
9085,09086,6624730.0,10228546.0,6594755.0,11701030.0,3562050.0,4201245.0,6537202.0,2378361.0
9086,09087,2281591.0,2182072.0,3339334.0,5541284.0,4769449.0,2201699.0,3420155.0,1357200.0
9087,09088,2534987.0,2874675.0,3329963.0,3193040.0,2343138.0,3087932.0,2564107.0,5751304.0
9088,09089,690970.0,804066.0,1032039.0,1057569.0,838263.0,933036.0,1123139.0,919721.0
9089,09090,1915160.0,4486050.0,2510006.0,3675910.0,4463935.0,3466924.0,1211040.0,4103120.0
9090,09091,1974030.0,2015800.0,1918650.0,1418980.0,1971510.0,1059530.0,1587636.0,923910.0
9091,09092,6763877.0,11275363.0,3920975.0,5379565.0,1893985.0,11119330.0,6753660.0,3748740.0
9092,09093,1543444.0,873852.0,827094.0,764890.0,1478580.0,1152250.0,1521610.0,1003948.0
9093,09094,11450536.0,3205899.0,4227041.0,8693702.0,5626185.0,12910088.0,4200730.0,3173430.0
9094,09095,3606810.0,3737690.0,2137560.0,6768080.0,6742610.0,2045204.0,1205580.0,2446960.0
9095,09096,2886840.0,4777450.0,3528370.0,6207740.0,5806812.0,6157738.0,4830940.0,12884390.0
9096,09097,1655798.0,1360814.0,1653487.0,2219297.0,2179101.0,1650618.0,1419146.0,1648660.0
9097,09098,1459426.0,4219290.0,2146624.0,7010008.0,1903443.0,1668690.0,10275918.0,6641550.0
9098,09099,9494072.0,7803644.0,3801354.0,7959804.0,9257043.0,7901743.0,3526940.0,4020635.0
9099,09100,2389219.0,915441.0,1384518.0,1367405.0,718783.0,1241100.0,945601.0,762970.0
9100,09101,2112527.0,2085844.0,3033640.0,3401866.0,2194550.0,2340804.0,4353110.0,3381529.0
9101,09102,1086158.0,1523107.0,1438229.0,1575546.0,1918385.0,1559178.0,1324990.0,1648543.0
9102,09103,3064118.0,3617571.0,2839332.0,3079880.0,2345724.0,2478271.0,2035090.0,2219144.0
9103,09104,1041839.0,633868.0,662931.0,727730.0,1196708.0,1452703.0,1326674.0,1037890.0
9104,09105,3515270.0,3454170.0,2817040.0,4120960.0,4000950.0,3092360.0,4294530.0,2098244.0
9105,09106,1005479.0,954432.0,1038736.0,580203.0,486379.0,724817.0,1044716.0,653203.0
9106,09107,6917076.0,9478368.0,7082640.0,10215870.0,6301996.0,10493450.0,3896483.0,9320442.0
9107,09108,1230443.0,1336845.0,492400.0,1525922.0,1364692.0,1782250.0,1573270.0,842576.0
9108,09109,2538752.0,2345986.0,2023509.0,3806781.0,2609519.0,3221732.0,2480488.0,2591165.0
9109,09110,10054164.0,9663830.0,3918671.0,28153530.0,14564041.0,16286839.0,9061710.0,6628440.0
9110,09111,3441460.0,1731993.0,4231393.0,4079739.0,5548544.0,4645031.0,3683113.0,4033050.0
9111,09112,1278496.0,1325605.0,1351479.0,979724.0,1026290.0,1403433.0,1026966.0,1169159.0
9112,09113,4064780.0,9747566.0,6121812.0,9031121.0,2749402.0,3452671.0,1319020.0,5393100.0
9113,09114,1802925.0,1828057.0,2320366.0,3391736.0,2189278.0,1652200.0,2615239.0,2385660.0
9114,09115,895586.0,1881830.0,377760.0,3612830.0,2638590.0,2296640.0,2138820.0,3020040.0
9115,09116,2407490.0,4519250.0,5628840.0,6918070.0,2964170.0,2708381.0,3427620.0,3568040.0
9116,09117,3213900.0,7616860.0,2748710.0,5365210.0,40255670.0,9032740.0,7991320.0,5206050.0
9117,09118,1198471.0,993561.0,2239574.0,1317168.0,1934866.0,1807874.0,1553114.0,1656941.0
9118,09119,6000940.0,6548350.0,13023990.0,10278030.0,10718050.0,12216710.0,12793567.0,15022494.0
9119,09120,1107868.0,1945423.0,1179094.0,1419613.0,1621382.0,1648861.0,1390101.0,1556931.0
9120,09121,48194210.0,23912330.0,16291710.0,176700.0,6415280.0,22726630.0,17029680.0,11425130.0
9121,09122,2152480.0,2736569.0,1632931.0,5125704.0,7858015.0,6662740.0,4661867.0,3494740.0
9122,09123,5095680.0,6765560.0,2911180.0,16531480.0,3508560.0,3901160.0,7466720.0,13975010.0
9123,09124,2184508.0,1505354.0,2660095.0,1944436.0,2292154.0,2327212.0,3050894.0,4321376.0
9124,09125,7466110.0,7405960.0,7296800.0,9133520.0,10653750.0,13843390.0,11238120.0,23716100.0
9125,09126,1134134.0,754760.0,841860.0,648205.0,2769317.0,750510.0,3268492.0,2932556.0
9126,09127,9265998.0,8932088.0,14712506.0,10583132.0,7857539.0,8681771.0,5457229.0,12499016.0
9127,09128,1969120.0,2171230.0,2325880.0,3335460.0,4128610.0,2499260.0,3456500.0,1544780.0
9128,09129,1095180.0,3142960.0,2757695.0,1337070.0,1547660.0,2348956.0,3887685.0,4300570.0
9129,09130,1453108.0,1729369.0,1995409.0,1626092.0,1413640.0,2665346.0,1197871.0,1174218.0
9130,09131,1646512.0,1976747.0,2151827.0,2323081.0,2114841.0,2100634.0,1806259.0,2023332.0
9131,09132,2668350.0,1605130.0,1207640.0,1496180.0,1613650.0,1026910.0,1104870.0,444970.0
9132,09133,1127986.0,1511929.0,1593290.0,1451529.0,1669308.0,1252209.0,1732834.0,1140514.0
9133,09134,10328060.0,10027090.0,12790150.0,13376389.0,21244280.0,17368522.0,7571820.0,11850590.0
9134,09135,1766039.0,1622681.0,2127520.0,4976450.0,2009468.0,3367750.0,2669886.0,3090114.0
9135,09136,35141620.0,26806270.0,37129110.0,122470970.0,108003390.0,70285650.0,29113050.0,97074600.0
9136,09137,1935877.0,2987890.0,2874152.0,2362192.0,2359175.0,1256709.0,665790.0,737358.0
9137,09138,1973530.0,782610.0,1423990.0,5076340.0,2729830.0,3508620.0,3856950.0,4222680.0
9138,09139,13843360.0,14621110.0,11780440.0,15574670.0,12345880.0,10615190.0,10034910.0,
9139,09140,4231490.0,3812773.0,3983659.0,2820455.0,1948832.0,6216594.0,9055440.0,9574835.0
9140,09141,2061066.0,2020515.0,1994364.0,2192862.0,2034971.0,2068018.0,2449866.0,1848900.0
9141,09142,6796382.0,5501111.0,4865655.0,5273563.0,7033037.0,6994724.0,3665777.0,5037790.0
9142,09143,1330480.0,1614009.0,1515354.0,2125386.0,1301785.0,2449989.0,4172030.0,3881675.0
9143,09144,3038685.0,2407578.0,2413206.0,2212904.0,2861378.0,2032468.0,2305226.0,2310048.0
9144,09145,1517244.0,1635272.0,2118594.0,2486624.0,1407252.0,2350410.0,3558242.0,2138101.0
9145,09146,1736277.0,1082889.0,859116.0,2009956.0,1988603.0,2600368.0,1660743.0,1784496.0
9146,09147,766649.0,770265.0,570457.0,872740.0,571047.0,1264284.0,889063.0,702522.0
9147,09148,1884460.0,3800600.0,812764.0,26995468.0,5761770.0,35644540.0,1896930.0,14039490.0
9148,09149,2393120.0,1641140.0,2148830.0,1361738.0,1962130.0,3334960.0,1333040.0,1803620.0
9149,09150,2218580.0,2326780.0,2903430.0,5970090.0,3864380.0,2254800.0,2814460.0,1323100.0
9150,09151,13861581.0,16371598.0,32718383.0,18804830.0,8919742.0,24406083.0,7755232.0,25247240.0
9151,09152,5560739.0,5966111.0,3595402.0,5577443.0,5225015.0,6501005.0,3613590.0,6437536.0
9152,09153,891043.0,2311491.0,1930483.0,1519191.0,2974773.0,2152651.0,1823145.0,2107413.0
9153,09154,1155520.0,996290.0,931016.0,1430775.0,1619440.0,927200.0,1978684.0,2037061.0
9154,09155,2411089.0,2779870.0,2369337.0,2495112.0,2348848.0,2638535.0,1419621.0,727808.0
9155,09156,8949940.0,7883946.0,4293814.0,12531293.0,14040312.0,10791943.0,13419956.0,31638137.0
9156,09157,2329814.0,2266354.0,2997928.0,5434593.0,1904032.0,2571480.0,1978752.0,1454032.0
9157,09158,8488730.0,5181050.0,9160340.0,8446480.0,6879780.0,6723680.0,3402312.0,2987941.0
9158,09159,3742910.0,7530350.0,8960421.0,3996093.0,6560462.0,4252460.0,3999059.0,3577135.0
9159,09160,937260.0,1457650.0,1933730.0,1267010.0,973020.0,1171832.0,1474240.0,1097910.0
9160,09161,1392780.0,1416184.0,1072762.0,1312270.0,1294617.0,1809870.0,2157348.0,2468299.0
9161,09162,734680.0,627061.0,841965.0,595866.0,1061396.0,938940.0,502109.0,850786.0
9162,09163,4941027.0,5836774.0,9020548.0,16634521.0,7859749.0,13004498.0,5177542.0,4606279.0
9163,09164,3552750.0,3634940.0,2417150.0,4630250.0,3629420.0,3509558.0,2802950.0,3128237.0
9164,09165,886841.0,694660.0,775107.0,773746.0,899538.0,1255662.0,1451808.0,998966.0
9165,09166,476200.0,1599290.0,979730.0,1844470.0,1107248.0,1820610.0,1500426.0,1144075.0
9166,09167,1206042.0,1024480.0,1679541.0,2129887.0,1023139.0,1301290.0,1096129.0,349757.0
9167,09168,1535881.0,1041863.0,1513516.0,2061254.0,2041231.0,1168150.0,1809196.0,1407036.0
9168,09169,387555.0,469546.0,1103658.0,2247936.0,2042275.0,1897797.0,1367247.0,1910721.0
9169,09170,2243873.0,1353719.0,1523773.0,1661999.0,1599629.0,1302196.0,1328641.0,1564059.0
9170,09171,369336.0,6270370.0,588000.0,1309020.0,2182030.0,5172210.0,2403560.0,1469530.0
9171,09172,1100880.0,2094820.0,915230.0,1094640.0,2362330.0,1504210.0,2380010.0,1731270.0
9172,09173,10060690.0,12343275.0,9820935.0,3996152.0,12786645.0,12263440.0,8509204.0,12261811.0
9173,09174,1763920.0,2334902.0,1981893.0,1724443.0,1665920.0,1797381.0,4993750.0,2436350.0
9174,09175,3029619.0,6421091.0,2863820.0,5513004.0,3405570.0,3106080.0,987290.0,2610710.0
9175,09176,1116697.0,1425690.0,2196047.0,2116080.0,1199376.0,2498865.0,2322381.0,2322137.0
9176,09177,1828749.0,2460613.0,2037510.0,2656452.0,3561124.0,2051569.0,2371251.0,2985870.0
9177,09178,962709.0,1311392.0,1300088.0,1026033.0,1128032.0,1105456.0,979100.0,1090770.0
9178,09179,1701590.0,3248220.0,3153790.0,5311750.0,3789460.0,4976300.0,1392130.0,1834730.0
9179,09180,8691930.0,5540200.0,5460312.0,9218580.0,9144500.0,9669230.0,13757317.0,5797703.0
9180,09181,12772580.0,14561370.0,12730510.0,12223713.0,12889557.0,5889944.0,3309620.0,12738470.0
9181,09182,1121930.0,2249390.0,2512520.0,2922620.0,2247990.0,1606127.0,1070410.0,2399330.0
9182,09183,1281742.0,1292212.0,1088469.0,948977.0,1140360.0,1578943.0,1590235.0,1426728.0
9183,09184,1610590.0,3464520.0,4552020.0,3095570.0,2991980.0,3051760.0,3242337.0,4324624.0
9184,09185,3718715.0,7015300.0,6862090.0,7743387.0,6182552.0,9633130.0,4686490.0,5253040.0
9185,09186,4849510.0,7585420.0,3254850.0,17057620.0,5441811.0,16045284.0,14266917.0,25422900.0
9186,09187,1386092.0,579860.0,1321102.0,802400.0,543723.0,1049546.0,940889.0,992272.0
9187,09188,1591863.0,3062140.0,1499774.0,1810080.0,3236041.0,4278710.0,3319965.0,2662240.0
9188,09189,1628552.0,1339330.0,1265861.0,2357463.0,1445966.0,1346279.0,1723764.0,1448670.0
9189,09190,2027627.0,1928579.0,4205339.0,4141994.0,3196747.0,2001204.0,2122232.0,3307929.0
9190,09191,2069842.0,1367194.0,3233374.0,2716676.0,3959302.0,3916327.0,5937282.0,4480092.0
9191,09192,15007110.0,13835856.0,14424580.0,10998699.0,13879628.0,6974246.0,12980248.0,13599360.0
9192,09193,2223570.0,2048986.0,1476702.0,2132940.0,2279089.0,1173235.0,1499493.0,1090996.0
9193,09194,2164195.0,1551911.0,1352075.0,1452968.0,1416453.0,1712848.0,2362920.0,1464540.0
9194,09195,794270.0,508590.0,1416280.0,1340990.0,1381610.0,2378992.0,3101682.0,3043872.0
9195,09196,3529499.0,2333495.0,1905506.0,1502930.0,1985098.0,2324693.0,1977411.0,707122.0
9196,09197,8445540.0,4624630.0,12278520.0,8693370.0,4647180.0,6114990.0,1527410.0,16252640.0
9197,09198,982351.0,1134314.0,1175881.0,1228818.0,1072446.0,1223414.0,1385406.0,1136563.0
9198,09199,8133944.0,14911930.0,11011270.0,9596830.0,10112410.0,7553818.0,7673938.0,20311630.0
9199,09200,1757736.0,2322017.0,2050938.0,3923341.0,4356609.0,1844613.0,1548868.0,2032320.0
9200,09201,6675890.0,10499000.0,8690020.0,5927880.0,12952340.0,18183920.0,14744490.0,21117910.0
9201,09202,2670874.0,1964440.0,2246376.0,3054434.0,2824168.0,2875951.0,3647069.0,3010015.0
9202,09203,1374898.0,1101523.0,2490136.0,1483394.0,1397279.0,4668741.0,2702085.0,2289852.0
9203,09204,719885.0,917635.0,1040319.0,1088230.0,747352.0,1053284.0,909506.0,854427.0
9204,09205,3841515.0,7765860.0,5101822.0,7022061.0,3150610.0,13499060.0,15919490.0,22665390.0
9205,09206,4502530.0,4781430.0,8110090.0,8417370.0,5322378.0,5925610.0,4393838.0,4244858.0
9206,09207,2027930.0,7553190.0,12985960.0,11383030.0,7490132.0,21154890.0,16227350.0,30468030.0
9207,09208,912850.0,715878.0,1158454.0,2129952.0,1991120.0,1643464.0,1615478.0,1762034.0
9208,09209,4599150.0,6131290.0,3790435.0,4419588.0,6931468.0,5557077.0,4554430.0,14662880.0
9209,09210,17987801.0,15241328.0,13068979.0,40914585.0,6405625.0,3648665.0,12239035.0,19125115.0
9210,09211,3045178.0,2077772.0,2963262.0,12560400.0,7907650.0,6859170.0,6927860.0,7188680.0
9211,09212,1247607.0,2264865.0,1407775.0,3159954.0,1308735.0,7871374.0,2279628.0,2034898.0
9212,09213,3118508.0,5446734.0,4931013.0,11727246.0,4656835.0,3695316.0,5638930.0,1929690.0
9213,09214,9931998.0,12788700.0,8223869.0,6056906.0,6692962.0,7203559.0,9123890.0,11193594.0
9214,09215,6438260.0,8098800.0,13514798.0,38435310.0,5453410.0,9821030.0,9080820.0,7947170.0
9215,09216,2360274.0,2518027.0,1819080.0,1420047.0,1657103.0,2022479.0,1602418.0,2054254.0
9216,09217,1019702.0,898359.0,1104052.0,1109845.0,2056889.0,1388868.0,1557281.0,1101285.0
9217,09218,5025625.0,3078888.0,3673604.0,2657962.0,2061357.0,2054969.0,1076800.0,1001483.0
9218,09219,993725.0,1118383.0,1478354.0,1615448.0,1605966.0,1513011.0,1495581.0,1389143.0
9219,09220,2808291.0,3241410.0,3221846.0,1841548.0,1392446.0,1255520.0,1185720.0,3227700.0
9220,09221,1549089.0,2445590.0,1448230.0,1453900.0,2483680.0,1051560.0,1660620.0,1705020.0
9221,09222,2485640.0,7301610.0,4245600.0,2138120.0,1975920.0,3116270.0,3401630.0,926422.0
9222,09223,3780516.0,8151940.0,6713520.0,3725870.0,5742440.0,12678860.0,5531700.0,6265120.0
9223,09224,217080.0,654360.0,326850.0,212580.0,261580.0,215330.0,197710.0,76900.0
9224,09225,7671190.0,5122500.0,4373370.0,7543360.0,3419700.0,8113203.0,5736750.0,8154870.0
9225,09226,9664700.0,21283330.0,7389620.0,10636390.0,9993480.0,5908060.0,9851480.0,7039510.0
9226,09227,4091265.0,3565250.0,3588022.0,1831172.0,3514019.0,2307054.0,4887509.0,3304386.0
9227,09228,3437040.0,3562300.0,3385370.0,3573970.0,1586690.0,1318610.0,3826420.0,3248290.0
9228,09229,14055498.0,8871100.0,6338490.0,10523274.0,3037700.0,3786231.0,18984620.0,11584530.0
9229,09230,1489270.0,1151475.0,1245529.0,1327966.0,1613383.0,1732607.0,1817934.0,1435156.0
9230,09231,7933348.0,6834247.0,6456364.0,7783844.0,6573827.0,2131660.0,482716.0,2477934.0
9231,09232,11952220.0,8127330.0,3922880.0,2055670.0,1088800.0,2832660.0,34500.0,4878500.0
9232,09233,5345735.0,7085923.0,9528310.0,8765317.0,9346660.0,28751145.0,2938445.0,17421632.0
9233,09234,2268960.0,4459110.0,2082410.0,8612440.0,2759650.0,4932270.0,2644510.0,5274130.0
9234,09235,1160498.0,1451625.0,1013363.0,1403276.0,1710469.0,1212378.0,1464278.0,992591.0
9235,09236,6080558.0,3895249.0,2076120.0,2226069.0,7322430.0,3248278.0,1057810.0,11281797.0
9236,09237,4699145.0,2598150.0,2760458.0,7647024.0,4018429.0,4788916.0,5659552.0,1533000.0
9237,09238,2086900.0,2120200.0,2611340.0,6354745.0,2915230.0,2744940.0,3576158.0,4327670.0
9238,09239,2248340.0,3061170.0,3248351.0,5325940.0,7764310.0,16052241.0,7200926.0,7567468.0
9239,09240,4142620.0,3568260.0,4554450.0,10722480.0,2556740.0,3300290.0,6072150.0,4303555.0
9240,09241,1167765.0,758546.0,1880292.0,1177414.0,875530.0,831406.0,757527.0,2086973.0
9241,09242,21987710.0,18527112.0,12107354.0,10719390.0,9934414.0,8042561.0,9326100.0,17352080.0
9242,09243,12502100.0,13961350.0,8836984.0,26101620.0,8260130.0,4687930.0,2801430.0,3242700.0
9243,09244,1713893.0,1980292.0,1709788.0,2120346.0,2230261.0,1806409.0,1880786.0,1834676.0
9244,09245,12580170.0,10497430.0,31503064.0,16656820.0,16636840.0,12958818.0,12686572.0,14159810.0
9245,09246,3019160.0,1263410.0,3057800.0,6777630.0,2871440.0,4452390.0,4903820.0,9244350.0
9246,09247,2150370.0,6783370.0,1741080.0,1474710.0,7406370.0,3992250.0,1810190.0,1677850.0
9247,09248,1357651.0,2394424.0,2142728.0,2272009.0,1361159.0,1625531.0,1319517.0,1115525.0
9248,09249,1689924.0,1018720.0,838120.0,1253000.0,1693410.0,1521908.0,1419328.0,1458070.0
9249,09250,1006274.0,1285137.0,1146200.0,1201929.0,754422.0,1074586.0,884872.0,1251786.0
9250,09251,6279779.0,4172238.0,2082163.0,1831427.0,1676345.0,2866837.0,2228904.0,2692666.0
9251,09252,4706867.0,3874800.0,3665536.0,3379107.0,3214394.0,3401325.0,2807295.0,2431245.0
9252,09253,8151570.0,7915610.0,10511020.0,9636460.0,7457860.0,2424230.0,3846800.0,167096.0
9253,09254,981819.0,1218910.0,884576.0,970198.0,927957.0,1404816.0,1504681.0,2126804.0
9254,09255,1330680.0,2390354.0,1940640.0,8478300.0,5743180.0,2990820.0,3744770.0,3018723.0
9255,09256,831561.0,549225.0,804348.0,878152.0,969111.0,2062094.0,1356995.0,1507702.0
9256,09257,6545018.0,6606118.0,5741981.0,6653830.0,10329880.0,2669580.0,4858180.0,10815700.0
9257,09258,3607810.0,8298370.0,8857810.0,4265730.0,3820340.0,3143350.0,5794000.0,7659810.0
9258,09259,1439900.0,2892610.0,4685000.0,6703840.0,1985251.0,3582130.0,2313231.0,1400360.0
9259,09260,1222493.0,1231554.0,1640495.0,1548428.0,1600332.0,1808820.0,1698784.0,2137017.0
9260,09261,6938600.0,4781430.0,6619600.0,2630810.0,5079330.0,4044190.0,8788510.0,7759580.0
9261,09262,1594070.0,2309460.0,2302652.0,3045068.0,5262521.0,3430220.0,3115344.0,3056514.0
9262,09263,598586.0,1084495.0,1804308.0,2364497.0,1561256.0,1172650.0,633561.0,639112.0
9263,09264,2101930.0,3019820.0,2078554.0,1551250.0,3352437.0,3920530.0,1076852.0,1367236.0
9264,09265,4852740.0,5268280.0,4899980.0,5454590.0,2455020.0,9253940.0,4032970.0,10023720.0
9265,09266,653896.0,485388.0,817930.0,1189037.0,616446.0,1063452.0,800235.0,893237.0
9266,09267,2595126.0,4637691.0,5854193.0,13515440.0,2634370.0,5934097.0,4617192.0,13627530.0
9267,09268,772402.0,942801.0,1697561.0,2529722.0,1481623.0,1620316.0,2003796.0,1701540.0
9268,09269,4488104.0,2686935.0,2114981.0,2324185.0,3023333.0,641160.0,757870.0,770232.0
9269,09270,2433928.0,2254746.0,1531028.0,1547960.0,1160260.0,1329010.0,977730.0,1120970.0
9270,09271,1597996.0,2166684.0,1361578.0,1867054.0,1660423.0,1755820.0,1716579.0,1762700.0
9271,09272,36515090.0,323156944.0,210167321.0,141799399.0,519554.0,199949.0,712082.0,301997.0
9272,09273,1259751.0,3136524.0,1929150.0,4062404.0,3289340.0,2089146.0,3282860.0,3358005.0
9273,09274,3167900.0,11324380.0,5752630.0,11348114.0,3440557.0,3405218.0,14949123.0,24385790.0
9274,09275,2968300.0,6239070.0,7027600.0,3550210.0,12783460.0,3957230.0,1183960.0,1431750.0
9275,09276,1672439.0,2817980.0,2774864.0,4346140.0,6397253.0,2416245.0,2363112.0,4800058.0
9276,09277,2632340.0,3301610.0,2943980.0,3345250.0,5303066.0,4532460.0,2435232.0,5499904.0
9277,09278,3150039.0,2212569.0,2094691.0,1585874.0,2938874.0,2588491.0,2295617.0,1115668.0
9278,09279,126300.0,1648960.0,104700.0,127050.0,2026590.0,970350.0,435330.0,635480.0
9279,09280,26919180.0,15334232.0,17467310.0,36920840.0,20746710.0,58370470.0,21428620.0,21011216.0
9280,09281,553309.0,1034140.0,1062641.0,1430303.0,1308425.0,1084884.0,1383640.0,1234068.0
9281,09282,1714786.0,1296921.0,1414461.0,1387797.0,1657077.0,1590951.0,2409870.0,1050033.0
9282,09283,1497567.0,1716447.0,1622971.0,1233317.0,1322878.0,993963.0,362036.0,499899.0
9283,09284,2975160.0,4259490.0,2767550.0,1874308.0,4479270.0,3739600.0,3282400.0,7746030.0
9284,09285,2689168.0,2006043.0,3426102.0,1571124.0,1874736.0,1674121.0,1980297.0,1342274.0
9285,09286,2911739.0,1661005.0,1495371.0,1689308.0,6978756.0,2140099.0,1715401.0,1991683.0
9286,09287,1599796.0,4098800.0,3729334.0,10317719.0,7452441.0,4866440.0,6668003.0,4266490.0
9287,09288,1429833.0,3166060.0,2364443.0,1098467.0,1814473.0,1407820.0,1439772.0,1885360.0
9288,09289,1782981.0,1575524.0,1747876.0,1881997.0,2238028.0,2521895.0,2201210.0,2001245.0
9289,09290,6760380.0,4684881.0,5832899.0,8100653.0,5513740.0,6021219.0,10809514.0,6605423.0
9290,09291,2388359.0,2937113.0,2414356.0,1635716.0,2505565.0,1592830.0,2373906.0,1544536.0
9291,09292,1212240.0,616180.0,772060.0,2746400.0,1415470.0,1580840.0,5530010.0,4361320.0
9292,09293,3273576.0,3115612.0,2058730.0,3892527.0,3923324.0,3446738.0,3054417.0,3550459.0
9293,09294,2133283.0,1195053.0,2329001.0,1535782.0,1479253.0,1095572.0,1954745.0,992018.0
9294,09295,404950.0,845188.0,1022619.0,1119904.0,1062937.0,504576.0,1044484.0,855287.0
9295,09296,1220550.0,1760140.0,2688934.0,950870.0,4718000.0,1870570.0,1702420.0,3160870.0
9296,09297,4246720.0,9264160.0,6225410.0,17212263.0,3855342.0,9398868.0,2061236.0,2097040.0
9297,09298,1150638.0,1744726.0,1668115.0,2494174.0,1967868.0,2311072.0,1820530.0,1971529.0
9298,09299,5640160.0,4470870.0,4812700.0,3361530.0,3708364.0,6115394.0,4468876.0,5761960.0
9299,09300,5244430.0,5338580.0,7211530.0,2360280.0,1862670.0,2302480.0,1343870.0,1627180.0
9300,09301,1491820.0,1700050.0,1111180.0,1449160.0,893972.0,754392.0,634350.0,1495186.0
9301,09302,7834826.0,8473877.0,6631590.0,4546087.0,3303782.0,2523710.0,7859049.0,12465978.0
9302,09303,1941737.0,1906127.0,1499938.0,1836351.0,1219648.0,1052208.0,734422.0,1136083.0
9303,09304,3008750.0,4907890.0,1797580.0,7517970.0,24845410.0,17699450.0,12351830.0,30260380.0
9304,09305,634841.0,1127472.0,1516613.0,1899065.0,1876709.0,2309426.0,2102718.0,2576870.0
9305,09306,4325969.0,20279586.0,3689802.0,17642526.0,9686950.0,5469485.0,9550760.0,6123376.0
9306,09307,935524.0,779306.0,1870137.0,4808577.0,3193523.0,4952804.0,3787833.0,5886680.0
9307,09308,27375174.0,8068454.0,17761102.0,18514858.0,5501121.0,11931524.0,7220629.0,15132320.0
9308,09309,4164571.0,1101990.0,2076573.0,1956496.0,1598885.0,1107031.0,1107819.0,452870.0
9309,09310,2484110.0,1527310.0,1294760.0,2096750.0,1346844.0,1371812.0,1175342.0,2863023.0
9310,09311,1260650.0,1067195.0,1136876.0,1079480.0,792118.0,1074281.0,939102.0,1035280.0
9311,09312,32391260.0,20973320.0,10475330.0,20643270.0,23304990.0,24094060.0,17407380.0,21614760.0
9312,09313,47695270.0,50507720.0,19347670.0,81645891.0,33951314.0,1595681.0,1842590.0,4128204.0
9313,09314,4089890.0,2332640.0,1009692.0,2510860.0,1269990.0,1329730.0,2074990.0,1490160.0
9314,09315,7624982.0,4537942.0,5566780.0,11630760.0,5996390.0,15172170.0,3869560.0,10900930.0
9315,09316,1370070.0,1608017.0,1381384.0,1382835.0,1412528.0,1381338.0,1226249.0,1505282.0
9316,09317,1502923.0,1471061.0,1429005.0,1425370.0,1071046.0,1276550.0,1598650.0,1536146.0
9317,09318,840480.0,7985610.0,1578780.0,2884130.0,891200.0,1322320.0,1153340.0,1556827.0
9318,09319,3856850.0,3814870.0,4956980.0,2484740.0,4646570.0,2949370.0,2706000.0,2159740.0
9319,09320,628622.0,631299.0,1532392.0,1055792.0,1907465.0,1587864.0,1637328.0,951740.0
9320,09321,4629064.0,6600762.0,4845346.0,12497664.0,13352643.0,15730029.0,13564108.0,11647221.0
9321,09322,10690.0,701737.0,1919511.0,1032375.0,1498100.0,2027243.0,815994.0,1629499.0
9322,09323,151360.0,816498.0,1750093.0,1292211.0,1126882.0,1152924.0,887980.0,844913.0
9323,09324,1804554.0,1586803.0,1630387.0,1268548.0,2139876.0,2500966.0,2179792.0,2192771.0
9324,09325,15157324.0,46902692.0,10785350.0,15681811.0,16994770.0,14265963.0,6061612.0,8325060.0
9325,09326,20359280.0,4873460.0,7886870.0,22493020.0,18062860.0,10764940.0,9513290.0,13678210.0
9326,09327,3431727.0,3214048.0,3239690.0,2879294.0,4715126.0,4138735.0,1509150.0,2164840.0
9327,09328,540598.0,729792.0,841869.0,931124.0,965481.0,931316.0,935608.0,814986.0
9328,09329,7550980.0,2219200.0,2433090.0,5641838.0,4881150.0,11398960.0,10061868.0,8662910.0
9329,09330,4362138.0,5728261.0,2400739.0,6057781.0,3693401.0,2476666.0,1772320.0,2971236.0
